car_id,brand,model,year,fuel_type,transmission,body_type,color,engine_cc,mileage_kmpl,kms_driven,owners,seats,seller_type,condition,city,price
210,Kia,EV6,2023,Petrol,DCT,Coupe,White,1398,26.4,125746,1,4,Individual,Fair,Pune,990000
211,Kia,Carens,2017,Petrol,Automatic,Hatchback,Blue,1197,11.8,138787,1,7,Dealer,Fair,Ahmedabad,614000
212,Toyota,Corolla,2015,CNG,CVT,Coupe,Brown,2393,23.3,46163,1,8,Individual,Poor,Bangalore,493000
213,Ford,EcoSport,2020,Hybrid,Automatic,Coupe,Red,1199,20.8,128564,1,5,Individual,Good,Bangalore,447000
214,Volkswagen,Polo,2020,Electric,Manual,Sedan,Grey,2393,12.0,15612,1,5,Certified Pre-Owned,Excellent,Pune,1491000
215,Mahindra,XUV700,2020,Diesel,Automatic,Coupe,Silver,2393,21.5,41288,2,2,Individual,Excellent,Bangalore,1068000
216,Mahindra,Thar,2023,Diesel,CVT,SUV,Red,1197,13.2,99191,1,7,Certified Pre-Owned,Good,Bangalore,531000
217,Ford,Explorer,2024,Petrol,Automatic,Coupe,Red,1199,16.2,36868,1,5,Certified Pre-Owned,Good,Ahmedabad,1316000
218,Hyundai,Aura,2022,Petrol,Manual,Convertible,Silver,2179,17.6,335,1,4,Individual,Excellent,Delhi,827000
219,Kia,Stinger,2021,Petrol,Manual,MUV,Yellow,1248,10.4,42639,1,5,Certified Pre-Owned,Fair,Hyderabad,708000
220,Hyundai,Creta,2020,Petrol,Manual,Convertible,Silver,2179,10.6,88591,2,4,Certified Pre-Owned,Poor,Delhi,1126000
221,Tata,Avinya,2021,Petrol,Manual,Sedan,Red,1199,11.7,69537,2,7,Individual,Good,Jaipur,737000
222,Renault,Logan,2017,Petrol,Manual,Hatchback,Blue,1197,21.5,52343,1,7,Certified Pre-Owned,Good,Ahmedabad,571000
223,Volkswagen,Vento,2019,CNG,Automatic,Convertible,Blue,1398,13.4,48465,1,2,Dealer,Good,Kolkata,553000
224,Volkswagen,Touareg,2019,Petrol,Manual,Hatchback,Black,2393,20.6,90122,2,2,Certified Pre-Owned,Good,Delhi,972000
225,Kia,Niro,2021,Hybrid,Automatic,MUV,Yellow,1598,20.3,103495,3,5,Dealer,Good,Delhi,908000
226,Ford,Puma,2017,Petrol,AMT,Sedan,Black,1199,28.0,11187,1,2,Dealer,Fair,Bangalore,956000
227,Ford,Mustang,2020,Electric,CVT,Hatchback,Silver,2755,25.7,85492,3,4,Individual,Good,Jaipur,1601000
228,Ford,Puma,2023,CNG,Manual,Sedan,Black,2393,15.1,27691,2,5,Certified Pre-Owned,Good,Delhi,1443000
229,Mahindra,Marazzo,2019,Petrol,Automatic,Coupe,Green,800,17.1,37710,2,2,Dealer,Excellent,Kolkata,1372000
230,Honda,City,2022,Electric,CVT,Hatchback,Grey,1197,15.4,25747,4,7,Individual,Excellent,Ahmedabad,1152000
231,Mahindra,XUV300,2021,Diesel,Manual,MUV,Red,1000,15.6,98018,2,5,Individual,Good,Jaipur,1076000
232,Tata,Sierra,2024,Petrol,Manual,Sedan,White,1398,24.8,94470,2,7,Dealer,Excellent,Mumbai,1100000
233,Hyundai,i20,2018,Petrol,Automatic,Sedan,Green,2179,25.0,42864,3,7,Certified Pre-Owned,Good,Pune,364000
234,Maruti,Ertiga,2015,Petrol,Automatic,Sedan,Red,2694,24.0,70538,2,5,Certified Pre-Owned,Excellent,Hyderabad,337000
235,Maruti,Ciaz,2017,Diesel,Automatic,Hatchback,Red,2694,16.3,72188,1,2,Individual,Good,Chennai,299000
236,Volkswagen,Tiguan,2023,CNG,Manual,Hatchback,White,1248,22.3,147182,2,7,Certified Pre-Owned,Poor,Pune,875000
237,Mahindra,XUV300,2020,Electric,Manual,Convertible,Blue,2000,15.8,14883,2,2,Dealer,Excellent,Hyderabad,682000
238,Maruti,Ciaz,2019,Petrol,Manual,MUV,White,2000,19.6,49785,1,7,Certified Pre-Owned,Good,Lucknow,635000
239,Mahindra,BE 6e,2019,CNG,AMT,Coupe,Black,2000,26.2,67804,2,5,Individual,Excellent,Bangalore,993000
240,Honda,CR-V,2018,Diesel,Manual,SUV,Grey,1498,26.0,30875,1,5,Individual,Good,Ahmedabad,738000
241,Kia,Niro,2019,Petrol,CVT,Sedan,Black,2393,11.5,119949,1,5,Dealer,Excellent,Lucknow,680000
242,Tata,Punch,2015,Petrol,Manual,Sedan,Yellow,1461,17.7,33922,2,2,Dealer,Good,Delhi,400000
243,Maruti,Swift,2023,Petrol,Manual,Hatchback,Grey,1248,12.3,65227,1,8,Certified Pre-Owned,Excellent,Mumbai,645000
244,Ford,Mustang,2017,Petrol,Manual,SUV,Green,1398,27.9,88561,1,5,Certified Pre-Owned,Good,Jaipur,826000
245,Honda,Jazz,2021,Petrol,Manual,Sedan,Red,1461,25.8,44298,1,5,Certified Pre-Owned,Excellent,Jaipur,778000
246,Renault,Koleos,2015,Diesel,Manual,Hatchback,White,1498,22.6,116474,1,7,Dealer,Good,Kolkata,194000
247,Maruti,Wagon R,2021,Diesel,Automatic,SUV,Yellow,1248,12.1,27502,1,5,Certified Pre-Owned,Good,Kolkata,391000
248,Honda,Mobilio,2018,CNG,AMT,Sedan,Grey,2179,26.8,10329,1,7,Certified Pre-Owned,Good,Bangalore,562000
249,Maruti,Swift,2016,Electric,AMT,Convertible,Green,2755,14.6,19673,2,5,Dealer,Poor,Jaipur,208000
250,Toyota,Camry,2022,Petrol,AMT,Hatchback,Blue,2694,23.6,111672,2,5,Individual,Fair,Pune,599000
251,Tata,Safari,2020,Petrol,Manual,Coupe,Blue,1498,14.9,47938,1,2,Certified Pre-Owned,Excellent,Pune,776000
252,Volkswagen,Passat,2017,Petrol,Automatic,Hatchback,Black,1197,21.0,126530,2,4,Dealer,Good,Lucknow,880000
253,Ford,EcoSport,2017,Diesel,Automatic,MUV,Green,2000,25.7,3240,2,7,Dealer,Excellent,Pune,952000
254,Ford,Endeavour,2021,Diesel,Manual,SUV,Brown,1598,25.3,14304,1,5,Dealer,Fair,Jaipur,1946000
255,Tata,Harrier,2022,Petrol,Manual,SUV,White,1498,18.0,105716,2,5,Certified Pre-Owned,Excellent,Kolkata,1010000
256,Hyundai,Alcazar,2022,Petrol,DCT,Convertible,White,2393,20.9,146048,1,5,Dealer,Good,Mumbai,1304000
257,Toyota,Corolla,2023,Petrol,Automatic,SUV,Grey,2179,21.8,87024,2,4,Dealer,Fair,Ahmedabad,2173000
258,Hyundai,Creta,2018,Petrol,Manual,Convertible,Blue,1197,24.8,12000,3,4,Certified Pre-Owned,Good,Delhi,979000
259,Kia,Sonet,2019,Diesel,Manual,MUV,Red,800,26.7,88587,1,2,Individual,Fair,Hyderabad,1001000
260,Ford,Endeavour,2022,Diesel,Automatic,Coupe,Black,2755,19.1,145024,3,4,Individual,Excellent,Mumbai,1937000
261,Tata,Avinya,2017,Diesel,Manual,MUV,Yellow,1248,17.2,100837,1,7,Certified Pre-Owned,Fair,Jaipur,440000
262,Toyota,Vellfire,2017,Petrol,Automatic,Convertible,Orange,1199,13.8,82289,2,7,Individual,Fair,Jaipur,1196000
263,Mahindra,Thar,2017,Diesel,Automatic,SUV,Silver,2000,23.5,149589,3,2,Individual,Good,Lucknow,851000
264,Toyota,Hilux,2015,Diesel,Manual,Sedan,White,1197,25.1,42188,4,7,Certified Pre-Owned,Excellent,Chennai,882000
265,Toyota,Urban Cruiser,2023,Petrol,AMT,Hatchback,Yellow,2179,22.0,147133,1,7,Certified Pre-Owned,Good,Hyderabad,2986000
266,Kia,Telluride,2020,Hybrid,Manual,Convertible,Blue,2393,20.6,59126,3,8,Dealer,Good,Ahmedabad,1051000
267,Honda,WR-V,2019,Petrol,DCT,Hatchback,Black,1598,14.8,98880,1,7,Dealer,Good,Delhi,514000
268,Toyota,Innova,2020,Diesel,CVT,Hatchback,Black,1000,24.1,78945,1,8,Individual,Good,Lucknow,1265000
269,Honda,Jazz,2023,Petrol,Automatic,MUV,Orange,1398,16.5,57985,3,8,Certified Pre-Owned,Good,Pune,700000
270,Ford,Escape,2022,Hybrid,AMT,Convertible,White,800,22.3,63005,3,7,Dealer,Good,Ahmedabad,1032000
271,Hyundai,i10,2019,Diesel,Manual,Coupe,Grey,1398,19.3,127612,1,7,Certified Pre-Owned,Fair,Ahmedabad,1287000
272,Tata,Sierra,2023,Petrol,Manual,Convertible,Red,2000,24.7,53891,1,2,Certified Pre-Owned,Good,Delhi,535000
273,Tata,Nexon,2022,Diesel,Manual,Hatchback,White,2755,14.7,18465,2,7,Dealer,Fair,Jaipur,794000
274,Kia,Telluride,2020,Petrol,Automatic,Coupe,White,1398,26.7,11931,2,5,Certified Pre-Owned,Good,Delhi,548000
275,Toyota,Land Cruiser,2016,Petrol,CVT,MUV,Brown,2393,24.4,139845,1,2,Certified Pre-Owned,Excellent,Bangalore,1012000
276,Tata,Altroz,2020,Hybrid,Manual,Coupe,Black,1248,13.8,103306,1,5,Dealer,Excellent,Lucknow,1202000
277,Mahindra,Bolero,2021,Electric,AMT,Sedan,Black,2694,23.5,50941,1,5,Dealer,Excellent,Chennai,2246000
278,Renault,Logan,2023,Petrol,Automatic,SUV,Silver,1000,15.1,86730,1,7,Dealer,Good,Ahmedabad,387000
279,Honda,CR-V,2022,Diesel,Automatic,SUV,Yellow,800,15.6,82924,4,5,Dealer,Good,Pune,972000
280,Kia,Carens,2020,Petrol,Automatic,MUV,Green,2000,20.9,127656,2,5,Individual,Good,Chennai,1037000
281,Tata,Sierra,2018,Petrol,CVT,Hatchback,Silver,2755,10.7,106203,2,7,Dealer,Fair,Mumbai,382000
282,Renault,Logan,2017,Petrol,Manual,Coupe,Blue,2000,14.3,23738,1,5,Dealer,Good,Jaipur,583000
283,Ford,Figo,2023,Petrol,Manual,Coupe,Yellow,1199,23.7,126747,3,5,Certified Pre-Owned,Fair,Bangalore,718000
284,Toyota,Yaris,2018,Petrol,Manual,SUV,Brown,1000,22.7,10460,4,8,Individual,Fair,Mumbai,956000
285,Toyota,Camry,2024,Diesel,Manual,Convertible,Brown,1598,17.3,135440,1,7,Individual,Good,Delhi,3100000
286,Mahindra,Alturas,2022,Electric,Manual,Sedan,Green,1197,16.5,73612,1,5,Dealer,Excellent,Jaipur,1888000
287,Hyundai,Tucson,2021,CNG,Automatic,MUV,Green,1197,20.3,107714,1,5,Individual,Excellent,Bangalore,617000
288,Renault,Kwid,2024,Petrol,Manual,Sedan,Orange,1000,13.9,4881,3,7,Individual,Good,Lucknow,749000
289,Volkswagen,Touareg,2017,Petrol,Manual,Sedan,Yellow,2755,18.2,69342,1,8,Dealer,Good,Jaipur,876000
290,Honda,HR-V,2021,Petrol,Manual,Coupe,Orange,2755,24.1,25244,1,5,Certified Pre-Owned,Good,Bangalore,965000
291,Hyundai,Creta,2022,Diesel,CVT,Coupe,White,2179,19.5,110279,1,5,Certified Pre-Owned,Good,Jaipur,832000
292,Volkswagen,Passat,2020,Diesel,Automatic,Convertible,Yellow,1248,20.8,125079,2,5,Dealer,Good,Chennai,1077000
293,Toyota,Urban Cruiser,2015,Diesel,AMT,Coupe,Orange,1461,16.5,53849,2,8,Dealer,Good,Kolkata,438000
294,Ford,Mustang,2019,Electric,Manual,SUV,Yellow,1197,16.7,53397,1,4,Individual,Poor,Kolkata,1066000
295,Toyota,Camry,2024,Petrol,Automatic,Convertible,Black,1000,13.9,117072,2,5,Certified Pre-Owned,Excellent,Hyderabad,1776000
296,Mahindra,BE 6e,2024,Diesel,Automatic,Sedan,Brown,1000,11.2,38096,1,2,Certified Pre-Owned,Excellent,Delhi,1083000
297,Hyundai,Ioniq 5,2015,Diesel,CVT,MUV,Yellow,2000,18.9,15063,3,5,Certified Pre-Owned,Good,Lucknow,202000
298,Renault,Captur,2018,Petrol,Automatic,Coupe,Red,1197,11.6,94303,1,5,Certified Pre-Owned,Excellent,Mumbai,342000
299,Kia,Sportage,2021,Petrol,Manual,Hatchback,Silver,1199,20.9,91251,1,7,Dealer,Good,Jaipur,684000
300,Kia,EV9,2015,Petrol,Manual,Hatchback,Orange,2755,19.7,30673,2,7,Dealer,Good,Pune,571000
301,Toyota,Vellfire,2021,Diesel,AMT,SUV,Green,1000,16.9,7169,1,7,Certified Pre-Owned,Good,Lucknow,2737000
302,Honda,WR-V,2020,Petrol,Manual,Coupe,White,1000,20.0,75311,1,8,Certified Pre-Owned,Fair,Hyderabad,537000
303,Mahindra,KUV100,2018,Electric,Manual,Convertible,Red,1199,13.6,63453,3,7,Individual,Good,Hyderabad,570000
304,Ford,Bronco,2017,CNG,Manual,Hatchback,Green,1999,15.7,11079,3,8,Certified Pre-Owned,Excellent,Jaipur,1141000
305,Ford,Mustang,2022,Petrol,AMT,Coupe,Blue,1498,26.9,33618,1,2,Individual,Excellent,Lucknow,592000
306,Mahindra,Marazzo,2017,Diesel,Manual,Coupe,Green,1398,16.5,55247,1,5,Individual,Good,Mumbai,1132000
307,Tata,Sierra,2019,Petrol,Automatic,Coupe,Grey,1398,25.4,55189,1,8,Individual,Excellent,Kolkata,593000
308,Tata,Avinya,2017,Hybrid,Automatic,Hatchback,Blue,1498,24.5,51396,1,5,Dealer,Good,Kolkata,407000
309,Volkswagen,Taigun,2023,Diesel,Manual,MUV,Blue,800,13.9,12506,1,5,Individual,Good,Lucknow,1260000
310,Hyundai,Alcazar,2020,Petrol,Manual,Coupe,Blue,1999,20.4,92036,3,7,Individual,Excellent,Delhi,1070000
311,Tata,Altroz,2020,Petrol,Automatic,Convertible,Green,2694,13.0,121569,2,5,Dealer,Good,Chennai,996000
312,Mahindra,Marazzo,2024,Diesel,AMT,Hatchback,Silver,1999,21.6,83067,2,7,Dealer,Excellent,Pune,1037000
313,Volkswagen,T-Roc,2024,Diesel,Automatic,Sedan,Black,1199,13.0,65967,3,5,Dealer,Excellent,Hyderabad,932000
314,Hyundai,Alcazar,2023,Petrol,AMT,Coupe,Silver,1248,14.1,22101,2,2,Dealer,Excellent,Bangalore,1758000
315,Volkswagen,Taigun,2017,Diesel,Manual,Hatchback,Grey,1197,27.5,141710,3,4,Individual,Fair,Ahmedabad,709000
316,Tata,Avinya,2024,Diesel,Automatic,Coupe,Brown,1598,14.1,81175,3,4,Certified Pre-Owned,Good,Jaipur,520000
317,Toyota,Yaris,2021,Petrol,Manual,Hatchback,Orange,2393,18.6,140272,1,4,Dealer,Excellent,Ahmedabad,591000
318,Kia,Carens,2024,Petrol,Manual,SUV,Red,2694,16.8,103481,1,2,Individual,Fair,Kolkata,841000
319,Kia,EV6,2023,CNG,CVT,Convertible,Blue,1197,12.5,70470,1,5,Individual,Good,Jaipur,671000
320,Volkswagen,Golf,2022,Petrol,Automatic,Sedan,Grey,1248,14.8,5801,1,5,Dealer,Excellent,Jaipur,1835000
321,Maruti,Alto,2016,Petrol,Automatic,SUV,Brown,1398,11.4,97359,1,5,Individual,Fair,Ahmedabad,358000
322,Tata,Nexon,2019,CNG,Manual,MUV,Black,2393,22.9,100028,2,5,Dealer,Fair,Chennai,480000
323,Volkswagen,Virtus,2015,Petrol,Automatic,Hatchback,Orange,2755,15.8,102006,2,7,Certified Pre-Owned,Poor,Ahmedabad,455000
324,Maruti,S-Cross,2023,Petrol,Automatic,SUV,Red,1398,10.3,29603,1,2,Individual,Fair,Hyderabad,841000
325,Ford,Endeavour,2021,CNG,Manual,Hatchback,Yellow,1199,12.8,40630,1,5,Certified Pre-Owned,Good,Lucknow,571000
326,Ford,Bronco,2015,Petrol,Automatic,Convertible,Orange,2393,26.1,83031,4,8,Dealer,Excellent,Hyderabad,630000
327,Maruti,Ertiga,2020,Diesel,Manual,Hatchback,Green,1999,13.4,142274,2,7,Certified Pre-Owned,Good,Chennai,405000
328,Volkswagen,Tiguan,2024,Electric,Automatic,Hatchback,Orange,2393,21.5,141978,1,5,Dealer,Good,Chennai,1486000
329,Tata,Nexon,2024,Electric,AMT,Sedan,Grey,2393,19.9,101578,1,4,Certified Pre-Owned,Excellent,Jaipur,1540000
330,Mahindra,Marazzo,2020,Petrol,Automatic,Hatchback,White,1000,10.6,52973,1,7,Dealer,Excellent,Mumbai,1303000
331,Kia,Stinger,2023,Diesel,Automatic,Hatchback,Grey,2000,18.8,3430,3,7,Dealer,Good,Delhi,1536000
332,Hyundai,Alcazar,2015,Petrol,Automatic,MUV,Grey,2694,15.5,69681,1,5,Certified Pre-Owned,Excellent,Lucknow,866000
333,Renault,Triber,2016,Diesel,Automatic,Sedan,Red,2179,11.9,46897,2,2,Certified Pre-Owned,Good,Lucknow,369000
334,Mahindra,Alturas,2021,Electric,Manual,Sedan,Orange,2755,16.3,139958,4,4,Individual,Good,Bangalore,703000
335,Mahindra,KUV100,2021,CNG,Manual,Convertible,Grey,1398,27.3,56079,1,7,Certified Pre-Owned,Excellent,Jaipur,1045000
336,Kia,Seltos,2015,Hybrid,Automatic,Coupe,Black,2393,24.8,56314,3,5,Individual,Excellent,Hyderabad,547000
337,Toyota,Corolla,2023,Diesel,CVT,Sedan,Silver,1199,14.6,36282,1,7,Dealer,Good,Bangalore,1657000
338,Ford,Explorer,2024,Electric,Automatic,Convertible,Grey,800,23.2,24999,2,7,Individual,Excellent,Lucknow,2148000
339,Hyundai,i20,2020,Petrol,AMT,MUV,Silver,800,15.5,2997,2,2,Dealer,Good,Lucknow,448000
340,Renault,Koleos,2017,Petrol,Automatic,Sedan,White,1199,17.8,116815,2,5,Certified Pre-Owned,Good,Kolkata,426000
341,Tata,Safari,2020,Petrol,Automatic,Hatchback,Orange,2393,12.4,131549,1,5,Individual,Excellent,Kolkata,879000
342,Volkswagen,Passat,2024,Petrol,Automatic,Convertible,Orange,1000,22.1,112739,1,5,Dealer,Excellent,Chennai,1470000
343,Mahindra,Bolero,2020,Petrol,Automatic,SUV,Black,1199,22.3,38225,1,7,Individual,Good,Ahmedabad,621000
344,Hyundai,Creta,2015,Petrol,Automatic,Sedan,Blue,1398,13.8,79984,1,5,Dealer,Excellent,Delhi,580000
345,Honda,BR-V,2023,CNG,Automatic,Coupe,Black,1248,13.1,98725,2,5,Certified Pre-Owned,Good,Mumbai,718000
346,Ford,Mustang,2015,Diesel,CVT,Hatchback,Brown,1199,27.6,28283,1,2,Certified Pre-Owned,Excellent,Pune,722000
347,Hyundai,Aura,2022,Electric,Automatic,Sedan,Red,1398,18.8,5633,1,7,Certified Pre-Owned,Poor,Jaipur,1545000
348,Maruti,Brezza,2020,Petrol,Manual,Coupe,Blue,1199,12.7,7724,3,7,Dealer,Good,Kolkata,679000
349,Tata,Harrier,2021,Diesel,Automatic,Convertible,Red,1498,19.8,111795,4,8,Individual,Excellent,Bangalore,470000
350,Tata,Avinya,2023,Diesel,Manual,Sedan,Blue,2000,26.8,35455,1,5,Certified Pre-Owned,Good,Jaipur,1767000
351,Mahindra,XUV700,2023,Diesel,Automatic,Sedan,Grey,1498,23.4,108538,4,7,Dealer,Good,Pune,1411000
352,Toyota,Glanza,2018,Petrol,Manual,Coupe,Yellow,2000,10.5,60532,2,7,Individual,Good,Lucknow,529000
353,Volkswagen,Taigun,2023,CNG,Automatic,Convertible,Grey,1199,10.6,124216,1,7,Dealer,Fair,Ahmedabad,1432000
354,Maruti,Wagon R,2021,Petrol,Automatic,Sedan,Red,2755,14.4,128435,2,4,Dealer,Excellent,Ahmedabad,481000
355,Maruti,Ignis,2021,Diesel,Manual,Convertible,Yellow,2694,25.8,136485,1,4,Certified Pre-Owned,Good,Mumbai,790000
356,Honda,BR-V,2023,Petrol,Automatic,Coupe,Brown,2755,15.5,49768,1,2,Certified Pre-Owned,Fair,Mumbai,1281000
357,Volkswagen,Taigun,2021,Petrol,CVT,Convertible,Orange,1197,24.0,23708,2,5,Dealer,Good,Ahmedabad,1703000
358,Renault,Kiger,2021,Petrol,Automatic,Sedan,Green,2179,21.7,119192,1,8,Certified Pre-Owned,Fair,Hyderabad,607000
359,Tata,Harrier,2016,Petrol,Manual,SUV,Silver,800,23.8,41916,1,2,Certified Pre-Owned,Good,Jaipur,788000
360,Ford,Figo,2017,Electric,Manual,Convertible,White,2755,12.4,75702,2,5,Individual,Excellent,Ahmedabad,569000
361,Ford,Mustang,2015,Diesel,AMT,Coupe,White,1498,17.4,56852,2,4,Certified Pre-Owned,Fair,Hyderabad,240000
362,Ford,EcoSport,2018,Electric,Manual,Convertible,Orange,1197,25.4,14434,2,5,Dealer,Excellent,Bangalore,1398000
363,Ford,Mustang,2020,Electric,Manual,MUV,Black,2179,20.4,147371,1,4,Dealer,Good,Lucknow,2002000
364,Hyundai,Venue,2020,Petrol,Manual,Hatchback,Brown,1398,19.5,35270,1,7,Certified Pre-Owned,Excellent,Ahmedabad,1165000
365,Honda,Mobilio,2015,Petrol,Automatic,Convertible,Orange,1248,19.5,75284,1,8,Dealer,Good,Lucknow,614000
366,Mahindra,Thar,2024,Diesel,Automatic,Convertible,Green,800,12.1,61006,2,7,Individual,Fair,Lucknow,1211000
367,Hyundai,Tucson,2024,Hybrid,Manual,SUV,Grey,1248,24.2,2961,2,7,Certified Pre-Owned,Fair,Hyderabad,1076000
368,Renault,Fluence,2020,CNG,Manual,SUV,Grey,1398,25.0,7632,3,7,Individual,Good,Lucknow,636000
369,Volkswagen,Touareg,2015,Diesel,Automatic,Convertible,Green,2694,19.4,108515,3,5,Certified Pre-Owned,Fair,Ahmedabad,478000
370,Mahindra,BE 6e,2023,Petrol,Automatic,SUV,Grey,2000,19.6,8171,1,2,Dealer,Poor,Chennai,659000
371,Ford,Explorer,2017,Diesel,AMT,SUV,Grey,1398,18.1,22753,1,7,Certified Pre-Owned,Excellent,Kolkata,1583000
372,Honda,BR-V,2019,Petrol,Manual,Hatchback,Red,1199,16.1,126527,3,5,Dealer,Good,Mumbai,594000
373,Renault,Captur,2020,Petrol,CVT,Coupe,Black,800,15.6,101603,2,5,Dealer,Good,Ahmedabad,259000
374,Ford,Endeavour,2020,Diesel,Manual,Coupe,Blue,1248,15.0,55009,1,7,Dealer,Good,Chennai,976000
375,Volkswagen,Vento,2019,Petrol,Manual,Hatchback,Yellow,1248,12.5,142220,1,8,Certified Pre-Owned,Good,Hyderabad,1130000
376,Toyota,Land Cruiser,2018,Petrol,Manual,SUV,Orange,1000,16.9,123400,3,5,Individual,Excellent,Mumbai,488000
377,Kia,Carnival,2024,Electric,Automatic,Convertible,Green,2755,23.6,51943,2,5,Certified Pre-Owned,Good,Pune,1309000
378,Tata,Harrier,2022,Petrol,Manual,Convertible,Green,2755,16.5,37675,3,7,Individual,Excellent,Hyderabad,572000
379,Mahindra,KUV100,2022,Diesel,Manual,Hatchback,Grey,1598,11.9,73992,2,5,Individual,Good,Bangalore,1657000
380,Hyundai,Aura,2023,Diesel,AMT,Coupe,Green,1461,11.2,63882,1,4,Individual,Good,Hyderabad,910000
381,Ford,Explorer,2021,Diesel,Manual,Convertible,Red,1398,20.0,127567,1,4,Dealer,Good,Delhi,1862000
382,Tata,Altroz,2021,Petrol,Manual,Coupe,Brown,2755,20.5,23732,1,5,Individual,Good,Mumbai,1259000
383,Maruti,Dzire,2017,Diesel,Manual,Coupe,Yellow,2755,27.0,78573,2,7,Individual,Excellent,Pune,356000
384,Mahindra,XUV700,2024,Petrol,DCT,MUV,Black,1000,25.5,13927,1,8,Individual,Excellent,Jaipur,2324000
385,Honda,HR-V,2024,Petrol,Manual,MUV,Brown,1598,16.9,45458,1,7,Individual,Good,Hyderabad,1639000
386,Kia,Carnival,2019,Hybrid,Automatic,Sedan,White,1000,12.5,127585,2,5,Dealer,Good,Bangalore,1003000
387,Volkswagen,Golf,2021,Diesel,Automatic,MUV,Orange,1999,19.0,48704,1,5,Individual,Good,Hyderabad,1633000
388,Renault,Captur,2021,Electric,Automatic,Hatchback,White,1197,23.1,29665,2,5,Certified Pre-Owned,Good,Pune,666000
389,Toyota,Vellfire,2023,Petrol,CVT,Hatchback,Red,1999,10.9,141347,2,7,Individual,Good,Delhi,1395000
390,Maruti,Ciaz,2022,Diesel,Automatic,Convertible,Grey,2179,24.1,75814,1,7,Individual,Good,Chennai,508000
391,Volkswagen,Golf,2017,Diesel,Automatic,SUV,Yellow,1248,12.4,33245,1,7,Dealer,Excellent,Delhi,734000
392,Toyota,Innova,2016,Diesel,CVT,Convertible,Black,1498,13.3,68485,2,7,Certified Pre-Owned,Good,Bangalore,985000
393,Maruti,Brezza,2016,Hybrid,Automatic,Sedan,Green,1199,20.4,115391,2,5,Individual,Fair,Hyderabad,381000
394,Maruti,Wagon R,2016,Petrol,Automatic,MUV,Blue,1498,14.7,61252,1,2,Individual,Good,Jaipur,340000
395,Kia,Seltos,2019,Electric,Manual,Convertible,Grey,2694,17.8,25523,3,8,Certified Pre-Owned,Good,Mumbai,1172000
396,Toyota,Yaris,2019,Petrol,Manual,Convertible,Yellow,1398,19.9,51098,1,5,Individual,Good,Hyderabad,1821000
397,Hyundai,i20,2021,Petrol,Manual,MUV,Grey,800,26.9,50614,1,5,Dealer,Good,Chennai,1386000
398,Honda,Mobilio,2016,Diesel,Manual,Coupe,Black,1248,15.3,48435,3,5,Individual,Good,Lucknow,533000
399,Hyundai,Alcazar,2019,CNG,Automatic,Convertible,Grey,1461,16.0,72689,2,2,Individual,Excellent,Delhi,383000
400,Toyota,Glanza,2022,Petrol,DCT,Sedan,Yellow,1199,21.1,28424,1,2,Individual,Excellent,Ahmedabad,1000000
401,Volkswagen,Tiguan,2016,Petrol,Manual,Convertible,Blue,2755,10.7,39021,2,5,Individual,Excellent,Ahmedabad,623000
402,Tata,Punch,2021,Diesel,Automatic,MUV,Green,2179,24.7,141591,1,2,Individual,Good,Delhi,871000
403,Ford,Escape,2020,Petrol,Manual,Hatchback,Silver,2000,13.7,21091,3,7,Individual,Good,Pune,1157000
404,Kia,EV6,2019,Diesel,CVT,Convertible,Grey,800,23.0,49666,1,7,Individual,Excellent,Ahmedabad,1002000
405,Volkswagen,Passat,2016,CNG,Automatic,MUV,Orange,2393,23.0,9710,1,8,Individual,Poor,Mumbai,484000
406,Honda,BR-V,2022,Hybrid,CVT,Coupe,Black,2000,10.3,9667,2,4,Certified Pre-Owned,Good,Delhi,1463000
407,Ford,EcoSport,2018,Diesel,Manual,Sedan,White,2694,24.7,119586,2,5,Individual,Fair,Delhi,388000
408,Ford,Puma,2018,Petrol,Manual,SUV,Brown,2393,10.8,143100,1,7,Individual,Excellent,Lucknow,530000
409,Hyundai,Creta,2019,Petrol,Manual,Convertible,Grey,2393,12.8,10668,1,2,Certified Pre-Owned,Excellent,Hyderabad,1534000
410,Hyundai,i20,2015,Petrol,Manual,Convertible,Yellow,1598,18.1,33264,1,7,Individual,Good,Ahmedabad,377000
411,Tata,Avinya,2015,Diesel,Automatic,Coupe,Silver,1199,12.1,91187,1,7,Certified Pre-Owned,Fair,Chennai,412000
412,Hyundai,Ioniq 5,2020,Electric,DCT,Coupe,Red,2393,12.7,72463,1,5,Individual,Fair,Hyderabad,1523000
413,Volkswagen,Touareg,2017,Petrol,CVT,Hatchback,Grey,800,11.9,87633,2,4,Individual,Excellent,Chennai,442000
414,Renault,Kiger,2017,CNG,Automatic,Hatchback,Silver,1199,24.0,85451,1,8,Dealer,Good,Lucknow,284000
415,Hyundai,Tucson,2021,Electric,Manual,Sedan,Silver,1197,17.0,114259,1,4,Individual,Good,Mumbai,691000
416,Honda,CR-V,2019,Petrol,Manual,Convertible,Yellow,2393,16.2,122037,1,5,Dealer,Excellent,Delhi,1004000
417,Ford,Figo,2024,Electric,Automatic,Coupe,Red,1999,18.5,128244,3,7,Dealer,Good,Jaipur,1458000
418,Maruti,Ertiga,2018,Petrol,Manual,Sedan,Yellow,1498,23.2,109516,4,5,Dealer,Fair,Mumbai,280000
